gene_name,rank,max_abs_coef,dominant_class,dominant_coef,BRCA,COAD,KIRC,LUAD
gene_3785,46,0.03401746668226142,BRCA,0.03401746668226142,0.03401746668226142,-0.0035934873955055756,-0.009859323001361211,-0.018137363435000265
gene_1566,47,0.03308739192298319,BRCA,0.03308739192298319,0.03308739192298319,-0.010057974524292423,-0.007102299189622865,-0.01647980444956693
gene_9706,48,0.03299851706120543,BRCA,-0.03299851706120543,-0.03299851706120543,-0.0002958745235791103,0.014612910496209478,0.025337007495303654
gene_6530,49,0.032953225594955005,BRCA,0.032953225594955005,0.032953225594955005,-0.005649141449914717,-0.002318801354859472,-0.02443916756882509
gene_11550,50,0.03288104547389002,LUAD,0.03288104547389002,-0.012356086536823263,-0.017243263595124885,0.005965536510832262,0.03288104547389002
gene_2054,51,0.03284359991006705,LUAD,-0.03284359991006705,0.022175205399733056,0.0036154851806673364,-0.008368163619689034,-0.03284359991006705
gene_4617,52,0.03268630259912666,BRCA,-0.03268630259912666,-0.03268630259912666,0.0010136954541438972,0.007093093516693693,0.011104477379620857
gene_2506,53,0.032223787445790915,LUAD,0.032223787445790915,-0.012501683307614996,-0.0013784126096017173,-0.008866350119795809,0.032223787445790915
gene_7623,54,0.03199456048181501,BRCA,0.03199456048181501,0.03199456048181501,0.010491855072390198,-0.011812067116491904,-0.03044178144771009
gene_5600,55,0.03195865708219224,BRCA,-0.03195865708219224,-0.03195865708219224,-0.0005201274767418107,0.014830277250002622,0.02052102459447197
gene_8597,56,0.03186937484248109,BRCA,0.03186937484248109,0.03186937484248109,-0.005695530230070735,-0.011124191769056593,-0.030009209571306417
gene_14818,57,0.031407677639868674,LUAD,-0.031407677639868674,0.014597656674802227,0.0140717389082873,0.012127118587764147,-0.031407677639868674
gene_439,58,0.03134939332648936,KIRC,-0.03134939332648936,-0.006273875324543589,0.007885320094988577,-0.03134939332648936,0.022959013061768445
gene_5577,59,0.031189096673213925,LUAD,-0.031189096673213925,0.021284103379064463,-0.0061548788463318006,0.019902933592651315,-0.031189096673213925
gene_19313,60,0.031150307561888767,BRCA,-0.031150307561888767,-0.031150307561888767,0.0004038096865791659,0.010274179277950159,0.008204499574685501
gene_4031,61,0.03101541365931249,BRCA,0.03101541365931249,0.03101541365931249,0.009138215561769488,-0.006453535594831522,-0.021139515231164585
gene_1858,62,0.030821471940148597,KIRC,0.030821471940148597,-0.020633886907280394,-0.00802463261853729,0.030821471940148597,0.006389095196685358
gene_19442,63,0.03069206193666588,LUAD,0.03069206193666588,-0.024691607748383505,-0.008987679145499384,-0.008488119448111842,0.03069206193666588
gene_2954,64,0.03066954486485847,LUAD,0.03066954486485847,-0.016628007769293372,0.006196647266072154,-0.012524604164287498,0.03066954486485847
gene_3027,65,0.030256768446835523,LUAD,-0.030256768446835523,0.027847487676373923,0.00657298816084852,-0.007538623159822216,-0.030256768446835523
gene_8598,66,0.03022807713953262,BRCA,0.03022807713953262,0.03022807713953262,-0.013896553487174676,-0.00463426087769715,-0.01051140933105635
gene_4422,67,0.02997660422927612,LUAD,0.02997660422927612,-0.020100869403673238,0.0007889464272271649,-0.0031720950316507608,0.02997660422927612
gene_6876,68,0.029946201903345977,BRCA,0.029946201903345977,0.029946201903345977,-0.00966233192663072,-0.0015373855632309851,-0.017027861864182654
gene_10921,69,0.02993944759873669,BRCA,-0.02993944759873669,-0.02993944759873669,-0.0016583360950141368,0.017514456859926274,0.017053043584770344
gene_17801,70,0.029832691245386848,BRCA,-0.029832691245386848,-0.029832691245386848,0.0021305644777287252,0.004230389202980024,0.015606534464013744
gene_592,71,0.029763635643884914,LUAD,-0.029763635643884914,0.019438400426359567,-0.0006495648053373756,0.01821126563793864,-0.029763635643884914
gene_1784,72,0.029696116922630293,LUAD,-0.029696116922630293,0.020665926033017135,-0.004349209974184871,0.0031673869048946847,-0.029696116922630293
gene_8086,73,0.029568167139773796,LUAD,-0.029568167139773796,0.02541492133540245,-0.0016432412002811599,-0.006133624430582024,-0.029568167139773796
gene_5752,74,0.02947177734437492,LUAD,0.02947177734437492,-0.019578800517267275,0.012209422157076858,-0.015086723180500113,0.02947177734437492
gene_6926,75,0.02906074789881596,BRCA,-0.02906074789881596,-0.02906074789881596,0.010550148161301448,0.00930279145098798,0.018767875734799756
gene_487,76,0.0289431737313143,BRCA,0.0289431737313143,0.0289431737313143,-0.004263344075253905,-0.010053002724106912,-0.02333448758971172
gene_17993,77,0.02876335697554653,BRCA,0.02876335697554653,0.02876335697554653,-0.004237556500518262,0.007467808902680694,-0.028394005989945806
gene_18906,78,0.02874422059265564,BRCA,-0.02874422059265564,-0.02874422059265564,-0.0008325166073664663,0.006947551409628211,0.008866749514461576
gene_1750,79,0.028607084311405753,BRCA,0.028607084311405753,0.028607084311405753,0.0027231679636393826,-0.005822719739397793,-0.01842461142724964
gene_12013,80,0.02849554279971167,COAD,0.02849554279971167,-0.0028782717878050286,0.02849554279971167,-0.008568820956004735,-0.015205435295749492
gene_750,81,0.028390292736572394,BRCA,-0.028390292736572394,-0.028390292736572394,-0.008005204791726537,0.015063960731818742,0.014571412442559247
gene_1339,82,0.02829498699519344,LUAD,0.02829498699519344,-0.02367006919182329,-8.88066665817313e-05,-0.009335418782266113,0.02829498699519344
gene_4051,83,0.028186954909470773,LUAD,0.028186954909470773,-0.0186240262044972,-0.0041354990380232425,-0.001503720048319059,0.028186954909470773
gene_16342,84,0.028139075860348705,KIRC,0.028139075860348705,-0.014823399583333728,0.0030219136455905994,0.028139075860348705,-0.010804214567777493
gene_19446,85,0.02810997054658557,BRCA,0.02810997054658557,0.02810997054658557,-0.01157963473214443,-0.007624359539969121,-0.007859953382657386
gene_11352,86,0.027950345479491153,LUAD,0.027950345479491153,-0.009959959314810885,-0.007520697054513056,-0.0060182084503962955,0.027950345479491153
gene_3523,87,0.027884654553958072,COAD,0.027884654553958072,0.014058809188595926,0.027884654553958072,-0.014320151876078355,-0.019595747984467886
gene_15089,88,0.027697919670851768,BRCA,-0.027697919670851768,-0.027697919670851768,0.009856627090673536,0.012485819276032034,0.013027669906443972
gene_12069,89,0.027519748300691912,PRAD,0.027519748300691912,-0.0023294339935903225,-0.004757987025618143,-0.010149571834808978,-0.010282755446678607
gene_3541,90,0.027124494279775334,LUAD,0.027124494279775334,-0.005708425739624503,0.014517338762958873,-0.02584880552117244,0.027124494279775334
gene_1510,91,0.02709670749479742,KIRC,0.02709670749479742,0.0022142879221696875,-0.005640433411954646,0.02709670749479742,-0.0168976538629843
gene_5829,92,0.027076062940340796,COAD,0.027076062940340796,-0.009256484145762143,0.027076062940340796,-0.00016487076761035902,-0.008622424285004522
gene_13084,93,0.026816017997438584,LUAD,-0.026816017997438584,0.013780221433723606,0.009393530337084607,0.015447732310004101,-0.026816017997438584
gene_7079,94,0.026793055001339234,LUAD,-0.026793055001339234,0.02205598172890146,-0.003311037773746866,0.0038767921033494453,-0.026793055001339234
gene_4618,95,0.026734841077750735,BRCA,-0.026734841077750735,-0.026734841077750735,0.0009248394372611971,0.0075585606879908845,0.006100501761741182
gene_3524,96,0.026713909175805448,LUAD,-0.026713909175805448,0.01638259434513891,0.021872897283969208,-0.011704935363405698,-0.026713909175805448
gene_17926,97,0.026574184092213727,LUAD,0.026574184092213727,-0.017863041399196117,-0.005956554363376127,0.002363088932357324,0.026574184092213727
gene_11713,98,0.026472036044751034,BRCA,0.026472036044751034,0.026472036044751034,-0.003273773638947991,0.009334767265290367,-0.025295558505442194
gene_11250,99,0.02645311563540367,PRAD,0.02645311563540367,-0.004967163663982961,-0.016002675049547263,-0.015847792634993575,0.010364515713108978
gene_10995,100,0.026404129897930506,LUAD,0.026404129897930506,-0.01389375842078631,-0.003893023934586957,-0.015561630511278934,0.026404129897930506
gene_1448,101,0.02633271261542377,LUAD,0.02633271261542377,-0.025649429533302782,0.01107385991180972,-0.004350681028590507,0.02633271261542377
gene_19159,102,0.02632465448148931,KIRC,0.02632465448148931,-0.01098915176792491,0.0012461654846433056,0.02632465448148931,-0.005885392530797162
gene_16393,103,0.026319592588291772,LUAD,0.026319592588291772,-0.015120015901120266,0.0017414329019613583,-0.015411671800180316,0.026319592588291772
gene_12995,104,0.026230197802674105,PRAD,0.026230197802674105,-0.006197871368630117,-0.007057849725645566,-0.0057341452427355335,-0.007240331465667646
gene_18135,105,0.026026834342682947,PRAD,0.026026834342682947,0.005844082091577291,-0.0054335195242867125,-0.009685077714424175,-0.01675231919555419
gene_219,106,0.025971485386330977,KIRC,0.025971485386330977,-0.004341305041814618,-0.005947012124009807,0.025971485386330977,-0.0097216969461395
gene_17316,107,0.025923181584673532,LUAD,0.025923181584673532,-0.025377133095867224,0.008815366645416337,-0.016015244810205165,0.025923181584673532
gene_10353,108,0.02573195151702557,LUAD,0.02573195151702557,-0.018096432226650208,-0.006110578614030629,0.005552495662812495,0.02573195151702557
gene_19615,109,0.02569811993088864,BRCA,0.02569811993088864,0.02569811993088864,0.0045514910646002864,-0.008848959507477498,-0.02120110926085642
gene_14523,110,0.025675874728232153,BRCA,-0.025675874728232153,-0.025675874728232153,-0.005123757439149779,-0.007900989070795575,0.024142404835569658
gene_16449,111,0.025352223892912227,LUAD,0.025352223892912227,-0.022385787171158522,-0.011596554214541217,0.019871757052985075,0.025352223892912227
gene_16246,112,0.025289525702081737,KIRC,0.025289525702081737,-0.0038308611455841017,-0.006605847752122708,0.025289525702081737,-0.006963629061197288
gene_15161,113,0.02524791730661604,LUAD,0.02524791730661604,-0.006809832236733858,-0.008868829195357282,-0.00531227215137697,0.02524791730661604
gene_203,114,0.02518159979522417,PRAD,0.02518159979522417,-0.013556549225154459,-0.004439350226405271,-0.010543997462567074,0.003358297118894535
gene_11566,115,0.025052649634722052,KIRC,0.025052649634722052,7.184554063037636e-05,-0.00870301350717765,0.025052649634722052,-0.010589564533849976
gene_223,116,0.02503095390183905,LUAD,-0.02503095390183905,0.02260130037544313,-0.00926580029914972,0.015691938624568774,-0.02503095390183905
gene_13818,117,0.025019877989983223,KIRC,0.025019877989983223,-0.009914887847155947,-0.0022451494136606453,0.025019877989983223,-0.006199713667458318
gene_17770,118,0.024984214853592965,LUAD,0.024984214853592965,-0.012573194233841702,-0.007366660837672957,-0.008783853400124251,0.024984214853592965
gene_18745,119,0.02489307648796973,PRAD,0.02489307648796973,-0.02129175638032,-0.012273112595301932,-0.01074431159148739,0.019416104079131507
gene_220,120,0.024800859056444902,KIRC,0.024800859056444902,-0.005086186374599091,-0.00668596472268199,0.024800859056444902,-0.007156559275613145
gene_7116,121,0.024766332983122162,LUAD,-0.024766332983122162,0.015549849532137467,-0.0066313633743584465,0.022143162065151316,-0.024766332983122162
gene_16169,122,0.02472353066125543,KIRC,0.02472353066125543,0.0012596224577368286,-0.004920195752281829,0.02472353066125543,-0.016853893198722034
gene_6556,123,0.02450909928941818,BRCA,0.02450909928941818,0.02450909928941818,-0.008513154616973974,0.012204492436325926,-0.020558936574998295
gene_16132,124,0.024479447052449567,KIRC,0.024479447052449567,0.0006664910171362173,-0.006346404519156217,0.024479447052449567,-0.012454632042797913
gene_3737,125,0.02446040104283071,PRAD,0.02446040104283071,0.0012431524682627935,-0.007795336452488635,-0.007758593436821443,-0.010149623621787989
gene_16392,126,0.024339457980982776,KIRC,0.024339457980982776,-0.0003668692591787581,-0.008081135400340072,0.024339457980982776,-0.011547476601704638
gene_2129,127,0.02423060940927957,KIRC,0.02423060940927957,-0.0193668054409632,0.00620829409726508,0.02423060940927957,-0.0037620111257126963
gene_6890,128,0.024197603044912263,LUAD,-0.024197603044912263,0.013630699770770499,-0.0023708954450521436,0.019339193640266122,-0.024197603044912263
gene_8801,129,0.024139304229749185,KIRC,0.024139304229749185,0.0006862606536913164,-0.009643395366927848,0.024139304229749185,-0.00801795366965644
gene_9542,130,0.024011168088168295,LUAD,0.024011168088168295,-0.02375582230394598,0.01632991418405468,-0.01479677451007476,0.024011168088168295
gene_1509,131,0.023958870381937093,LUAD,-0.023958870381937093,0.01593411063115573,-0.009101125773642558,0.018449810916416825,-0.023958870381937093
gene_12977,132,0.023917510783445665,KIRC,0.023917510783445665,0.004873847421370757,-0.005878675625123122,0.023917510783445665,-0.01908201487121818
gene_13976,133,0.02382884877704162,PRAD,0.02382884877704162,-0.008276788071139771,0.002482899627359283,-0.009622956455392729,-0.008412003877873803
gene_15900,134,0.02381732898941962,LUAD,0.02381732898941962,-0.005202015478930217,-0.018712501309868537,-0.00048620484321109704,0.02381732898941962
gene_6160,135,0.02376727228359842,LUAD,0.02376727228359842,0.0034916314650871114,-0.006604087799063412,-0.012501257596044523,0.02376727228359842
gene_3440,136,0.023761741066784612,COAD,0.023761741066784612,-0.014003914065791923,0.023761741066784612,-0.01014729804405406,0.00544738179447981
gene_13916,137,0.023646950889017658,KIRC,-0.023646950889017658,0.003352645028508864,0.014029459417315922,-0.023646950889017658,-0.00315116370509802
gene_17168,138,0.02363977794899127,BRCA,-0.02363977794899127,-0.02363977794899127,-0.006416400387321597,-0.006199436863355235,0.018979129942235738
gene_6593,139,0.02338175497846648,KIRC,-0.02338175497846648,0.015010377200054447,-0.0024395659438764023,-0.02338175497846648,-0.0009453925439326924
gene_11345,140,0.02338104777361977,LUAD,-0.02338104777361977,0.009911979216857048,0.014280747586749284,-0.004453755268287747,-0.02338104777361977
gene_4210,141,0.023325291433841214,BRCA,0.023325291433841214,0.023325291433841214,-0.00511708772619024,-0.013330474293606209,-0.002352445797668675
gene_2747,142,0.023290322993612576,BRCA,0.023290322993612576,0.023290322993612576,-0.010025017887260243,-0.0034310343501646923,-0.00623287964823709
gene_3540,143,0.02313792388404919,KIRC,-0.02313792388404919,-0.005552368682673834,0.022418401038758654,-0.02313792388404919,0.0171406393521316
gene_888,144,0.023129330713813886,LUAD,0.023129330713813886,-0.005836188766241608,-0.01770868702047259,0.003380413081862895,0.023129330713813886
gene_450,145,0.02311406681742704,KIRC,0.02311406681742704,-0.0006103955171326153,-0.005806013908870334,0.02311406681742704,-0.01070118578307266
gene_4464,146,0.02311339774239373,LUAD,-0.02311339774239373,0.0029180282691836836,-0.0042477209206146765,0.007177422189330355,-0.02311339774239373
gene_19151,147,0.02309242218219378,KIRC,0.02309242218219378,0.0049679026894010134,-0.008196321878240157,0.02309242218219378,-0.015744494066028816
gene_17664,148,0.022921924452652214,PRAD,0.022921924452652214,-0.005468982094754056,-0.008998686928265902,-0.000926964618806863,-0.007527290810834561
gene_4274,149,0.022886668699755464,LUAD,-0.022886668699755464,0.00957751285085761,-0.005551319407742016,0.018767964982931595,-0.022886668699755464
gene_13815,150,0.022844355438237145,BRCA,0.022844355438237145,0.022844355438237145,-0.005149637574310759,-0.004661115821382655,-0.011758121600921056
gene_9529,151,0.022766323996224774,COAD,0.022766323996224774,-0.004393677783744439,0.022766323996224774,-0.002621662884361188,-0.007206230274852847
gene_8800,152,0.022611856375766803,LUAD,0.022611856375766803,-0.0138719569877604,-0.010540618979047768,0.007750448881247445,0.022611856375766803
gene_9232,153,0.022468631110198544,COAD,0.022468631110198544,0.004608248311854253,0.022468631110198544,-0.008799078094963827,-0.013377238568636015
gene_18444,154,0.022422258370947083,LUAD,-0.022422258370947083,0.017698018111312046,0.005204008783539525,0.006804605315792571,-0.022422258370947083
gene_148,155,0.0222647868082245,KIRC,0.0222647868082245,-0.0032836588342721714,-0.017241515249853887,0.0222647868082245,-0.011558445499942005
gene_19373,156,0.022243210163030734,COAD,0.022243210163030734,-0.02026362722082891,0.022243210163030734,0.004395425235524579,0.008411678768673003
gene_5157,157,0.022188982288973744,LUAD,0.022188982288973744,-0.00610573646561731,-0.010713618378638731,-0.0010256638844388412,0.022188982288973744
gene_12068,158,0.022100379005685383,KIRC,0.022100379005685383,-0.01212378986925177,-0.004621409554578226,0.022100379005685383,-0.004750387616062586
gene_12187,159,0.022051756968227015,LUAD,-0.022051756968227015,0.01836594236684166,-0.0029775281049463694,-0.004302659797507865,-0.022051756968227015
gene_5667,160,0.022045102184824854,COAD,0.022045102184824854,-0.007808404761411914,0.022045102184824854,-0.001127494261660617,-0.0028563758993821937
gene_17457,161,0.022006214744292818,BRCA,-0.022006214744292818,-0.022006214744292818,0.0032106296088334997,0.0031076640470383177,0.011162887546980135
gene_263,162,0.021980498081115483,LUAD,-0.021980498081115483,0.014098597870156855,0.004679910611034385,0.010849136354206996,-0.021980498081115483
gene_19153,163,0.021925804665207955,KIRC,0.021925804665207955,-0.010499341738956298,0.0012422516782947695,0.021925804665207955,-0.0031014025178690537
gene_1545,164,0.021897510419591006,LUAD,0.021897510419591006,-0.014428739916579269,-0.0031208871335046927,-0.005915495206156152,0.021897510419591006
gene_12568,165,0.021839461132607225,PRAD,0.021839461132607225,-0.0024405004862161133,0.0005730757399994204,-0.0046198594888448175,-0.015352176897551776
gene_8133,166,0.021827088862272928,LUAD,-0.021827088862272928,0.017758259748494074,-0.0003088435267555524,0.00746156651592609,-0.021827088862272928
gene_5575,167,0.02176942517639734,LUAD,-0.02176942517639734,0.01315787137942706,-0.0009527863708577528,0.017886978900199007,-0.02176942517639734
gene_7490,168,0.02173222967212787,KIRC,0.02173222967212787,-0.002042528622602131,-0.0113301127339959,0.02173222967212787,-0.0027708469206446694
gene_8050,169,0.021724731636021278,COAD,-0.021724731636021278,0.009302319771668536,-0.021724731636021278,0.014910222525602758,-0.010571765031652875
gene_16448,170,0.021724474978837963,BRCA,-0.021724474978837963,-0.021724474978837963,0.00978591358561418,0.004081282327325711,0.014590929566139258
gene_11030,171,0.02169089529095054,BRCA,0.02169089529095054,0.02169089529095054,0.01629678505625054,-0.01974318138912133,-0.011231183361866163
gene_3730,172,0.021670809278513403,LUAD,-0.021670809278513403,0.014225111466166144,0.0008006540508491058,-0.011740393430406452,-0.021670809278513403
gene_2774,173,0.021650305008354638,LUAD,0.021650305008354638,-0.017198110730728824,0.007438263821857427,-0.020292077335131886,0.021650305008354638
gene_1189,174,0.021549095601176654,COAD,0.021549095601176654,-0.0034145658063557565,0.021549095601176654,-0.0057475233453527785,-0.001480684793787086
gene_12078,175,0.0215468896877754,KIRC,0.0215468896877754,-0.0010788024589556927,-0.002930342371382519,0.0215468896877754,-0.012297723016319926
gene_4954,176,0.021533809845038894,LUAD,-0.021533809845038894,0.01702554933563602,-0.008997990246101817,0.013859523414098122,-0.021533809845038894
gene_3861,177,0.021519625315608432,KIRC,0.021519625315608432,0.0061242830258057285,-0.003889735154906309,0.021519625315608432,-0.021509976388175634
gene_172,178,0.02149793658292336,LUAD,-0.02149793658292336,0.00842305484958532,0.008669701250875203,0.013571061969601643,-0.02149793658292336
gene_11910,179,0.02149098113010353,PRAD,0.02149098113010353,0.005905419881579522,-0.009863135177850467,-0.008426660421161655,-0.009106605412680132
gene_13217,180,0.02145648868193984,KIRC,0.02145648868193984,0.003266954711393896,-0.004763913033160381,0.02145648868193984,-0.010195528055185388
gene_17109,181,0.021448620581487082,KIRC,-0.021448620581487082,-0.009004832857231908,-0.002931299232819362,-0.021448620581487082,0.018497696869374504
gene_18391,182,0.021443639292454873,BRCA,-0.021443639292454873,-0.021443639292454873,0.0012932151105833028,0.005734013479950997,0.0048475886677405945
gene_7238,183,0.021437024158463047,COAD,0.021437024158463047,0.0015856272330553435,0.021437024158463047,-0.003592887328549945,-0.009904655627345979
gene_19148,184,0.021380537802644997,KIRC,0.021380537802644997,0.0013343485258450383,-0.004300611941983201,0.021380537802644997,-0.012203579040083139
gene_15589,185,0.02135667021757515,BRCA,0.02135667021757515,0.02135667021757515,-0.006228031814204042,-0.0036097154163629483,-0.005786329884173747
gene_10266,186,0.02131815198090367,COAD,-0.02131815198090367,0.01632142406709042,-0.02131815198090367,0.016528884900935455,-0.000479964340671655
gene_18614,187,0.021232219372756708,LUAD,0.021232219372756708,-0.009630764874063566,-0.003222530819608133,0.00044753633103380416,0.021232219372756708
gene_11388,188,0.021219162950191155,PRAD,0.021219162950191155,-0.005915862218682631,-0.008062482901974888,-0.014216093507937335,0.006975275678399095
gene_1059,189,0.021044561058148833,LUAD,-0.021044561058148833,0.014669887473665632,-0.0015999270587075448,0.009765671839020787,-0.021044561058148833
gene_12567,190,0.02094074275202977,LUAD,-0.02094074275202977,0.009898408624092227,0.0008468756476274957,-0.0006565120869670835,-0.02094074275202977
gene_12962,191,0.02089516707220962,LUAD,-0.02089516707220962,0.008825116262708672,-0.0013496196628256995,-0.0037390837932060874,-0.02089516707220962
gene_180,192,0.020885911678868704,KIRC,0.020885911678868704,-0.005141761252831947,-0.009561083580758847,0.020885911678868704,0.0019223209617978776
gene_7395,193,0.02079656113637835,COAD,0.02079656113637835,0.00783453264510862,0.02079656113637835,-0.011665484240697093,-0.012008961417772064
gene_4178,194,0.020794221842175976,PRAD,0.020794221842175976,-0.013288173103579416,-0.00906559331258315,-0.010581162079552836,0.01214070665353253
gene_12018,195,0.020765721370165188,LUAD,-0.020765721370165188,0.015903928143328826,0.017917591646936938,-0.009363664111710692,-0.020765721370165188
gene_10809,196,0.02071189774646563,COAD,0.02071189774646563,-0.00777841029220576,0.02071189774646563,-0.004449156158065758,-0.0026192105478677155
gene_89,197,0.020709415269575836,BRCA,-0.020709415269575836,-0.020709415269575836,-0.00251708945404792,-0.0004651091118156864,0.013658205155664828
gene_19236,198,0.020681265136355532,LUAD,-0.020681265136355532,0.0034336053144301657,0.01632073103675951,0.01530116051678824,-0.020681265136355532
